,,0
Acetic_acid,Acetic_acid,1.0
Acetic_acid,Alanine,-0.32160028338244734
Acetic_acid,Butyric_acid,0.45250767873327247
Acetic_acid,Ethanol,0.19619255886916825
Acetic_acid,Formic_acid,-0.017914576244996684
Acetic_acid,Fumaric_acid,-0.306176780480303
Acetic_acid,Glutamic_acid,-0.3296781041676304
Acetic_acid,Glycine,-0.5324157447903267
Acetic_acid,Isoleucine,-0.5119345270689096
Acetic_acid,Lactic_acid,0.07174325501345917
Acetic_acid,Leucine,-0.17605815146339648
Acetic_acid,Methanol,0.4603053375083623
Acetic_acid,N_trimethylamine,0.2553944111684862
Acetic_acid,N_methylamine,0.1415243182684365
Acetic_acid,Phenylacetic_acid,0.10842017328883989
Acetic_acid,Propionic_acid,0.44105870864485736
Acetic_acid,Succinic_acid,-0.07825576630058681
Acetic_acid,Tyrosine,0.1515502392574944
Acetic_acid,Uracil,0.16953351069196165
Acetic_acid,Valeric_acid,0.16333290455364033
Acetic_acid,Valine,-0.4314267801575531
Alanine,Acetic_acid,-0.32160028338244734
Alanine,Alanine,1.0
Alanine,Butyric_acid,-0.4337793072395716
Alanine,Ethanol,-0.3811805579041163
Alanine,Formic_acid,0.19396600310371684
Alanine,Fumaric_acid,-0.18174946284799612
Alanine,Glutamic_acid,0.5653068790278839
Alanine,Glycine,0.4847320271281937
Alanine,Isoleucine,0.5141299729653814
Alanine,Lactic_acid,0.09377562700146824
Alanine,Leucine,0.722455414760656
Alanine,Methanol,-0.4957027211664721
Alanine,N_trimethylamine,-0.32044829741293906
Alanine,N_methylamine,-0.3578817226125872
Alanine,Phenylacetic_acid,0.09235940268838784
Alanine,Propionic_acid,-0.32185700961631236
Alanine,Succinic_acid,-0.12152981596523278
Alanine,Tyrosine,-0.10491950951402443
Alanine,Uracil,-0.039212848710036684
Alanine,Valeric_acid,-0.21071250567217947
Alanine,Valine,0.7571479111053935
Butyric_acid,Acetic_acid,0.45250767873327247
Butyric_acid,Alanine,-0.4337793072395716
Butyric_acid,Butyric_acid,1.0
Butyric_acid,Ethanol,0.30880674152318205
Butyric_acid,Formic_acid,-0.043485952441128455
Butyric_acid,Fumaric_acid,-0.15789685635210424
Butyric_acid,Glutamic_acid,-0.38000675461688943
Butyric_acid,Glycine,-0.41603820659770296
Butyric_acid,Isoleucine,-0.4095802424274159
Butyric_acid,Lactic_acid,0.09794021674656089
Butyric_acid,Leucine,-0.4755471944098256
Butyric_acid,Methanol,0.31353663422943556
Butyric_acid,N_trimethylamine,0.42665337566134404
Butyric_acid,N_methylamine,0.28874091064742785
Butyric_acid,Phenylacetic_acid,0.24933661488434009
Butyric_acid,Propionic_acid,0.5104685942173479
Butyric_acid,Succinic_acid,-0.0010934145919073604
Butyric_acid,Tyrosine,-0.1309724839794934
Butyric_acid,Uracil,0.2670430382004672
Butyric_acid,Valeric_acid,0.4521539184215518
Butyric_acid,Valine,-0.5083459299520793
Ethanol,Acetic_acid,0.19619255886916825
Ethanol,Alanine,-0.3811805579041163
Ethanol,Butyric_acid,0.30880674152318205
Ethanol,Ethanol,1.0
Ethanol,Formic_acid,-0.3199755613365225
Ethanol,Fumaric_acid,0.08810119602377023
Ethanol,Glutamic_acid,-0.3122708855874976
Ethanol,Glycine,-0.26918995415404157
Ethanol,Isoleucine,-0.34666495165561373
Ethanol,Lactic_acid,0.2527172165412567
Ethanol,Leucine,-0.4237931421983473
Ethanol,Methanol,0.3427096815796766
Ethanol,N_trimethylamine,-0.06418419190944755
Ethanol,N_methylamine,-0.13560032259405436
Ethanol,Phenylacetic_acid,-0.2756247422508793
Ethanol,Propionic_acid,0.2418999541512497
Ethanol,Succinic_acid,0.11976750729941407
Ethanol,Tyrosine,0.012253562053393816
Ethanol,Uracil,-0.3215902730360185
Ethanol,Valeric_acid,0.012573560156997999
Ethanol,Valine,-0.3760351188368204
Formic_acid,Acetic_acid,-0.017914576244996684
Formic_acid,Alanine,0.19396600310371684
Formic_acid,Butyric_acid,-0.043485952441128455
Formic_acid,Ethanol,-0.3199755613365225
Formic_acid,Formic_acid,1.0
Formic_acid,Fumaric_acid,0.007640525402037529
Formic_acid,Glutamic_acid,0.44842891262590545
Formic_acid,Glycine,0.14585745650100532
Formic_acid,Isoleucine,0.030955769793008018
Formic_acid,Lactic_acid,0.029106230074334393
Formic_acid,Leucine,0.20464487905301082
Formic_acid,Methanol,-0.07329683050209379
Formic_acid,N_trimethylamine,0.024925224649291883
Formic_acid,N_methylamine,-0.05193217502733082
Formic_acid,Phenylacetic_acid,0.17276762738033968
Formic_acid,Propionic_acid,-0.16805776738527825
Formic_acid,Succinic_acid,0.06535285633183616
Formic_acid,Tyrosine,-0.03950077200205867
Formic_acid,Uracil,0.04370380529965467
Formic_acid,Valeric_acid,0.02650199430139545
Formic_acid,Valine,0.2008008883801516
Fumaric_acid,Acetic_acid,-0.306176780480303
Fumaric_acid,Alanine,-0.18174946284799612
Fumaric_acid,Butyric_acid,-0.15789685635210424
Fumaric_acid,Ethanol,0.08810119602377023
Fumaric_acid,Formic_acid,0.007640525402037529
Fumaric_acid,Fumaric_acid,1.0
Fumaric_acid,Glutamic_acid,0.15296284691166093
Fumaric_acid,Glycine,0.08728378356183246
Fumaric_acid,Isoleucine,0.07092541035139036
Fumaric_acid,Lactic_acid,-0.139646346307849
Fumaric_acid,Leucine,-0.1144148572309325
Fumaric_acid,Methanol,0.009344141363754603
Fumaric_acid,N_trimethylamine,-0.026488256635843293
Fumaric_acid,N_methylamine,-0.03962960933781504
Fumaric_acid,Phenylacetic_acid,-0.07368683550891351
Fumaric_acid,Propionic_acid,-0.035593943476337646
Fumaric_acid,Succinic_acid,0.004390620640800355
Fumaric_acid,Tyrosine,-0.18501331194575926
Fumaric_acid,Uracil,-0.18368430366306848
Fumaric_acid,Valeric_acid,-0.10109929306609154
Fumaric_acid,Valine,0.008588868421312384
Glutamic_acid,Acetic_acid,-0.3296781041676304
Glutamic_acid,Alanine,0.5653068790278839
Glutamic_acid,Butyric_acid,-0.38000675461688943
Glutamic_acid,Ethanol,-0.3122708855874976
Glutamic_acid,Formic_acid,0.44842891262590545
Glutamic_acid,Fumaric_acid,0.15296284691166093
Glutamic_acid,Glutamic_acid,1.0
Glutamic_acid,Glycine,0.34379522158175346
Glutamic_acid,Isoleucine,0.32626154626388915
Glutamic_acid,Lactic_acid,-0.08875168821146054
Glutamic_acid,Leucine,0.45437880496154287
Glutamic_acid,Methanol,-0.2823033820866039
Glutamic_acid,N_trimethylamine,-0.10087465431860569
Glutamic_acid,N_methylamine,-0.4188650534222035
Glutamic_acid,Phenylacetic_acid,0.1975685871233549
Glutamic_acid,Propionic_acid,-0.3679310523058293
Glutamic_acid,Succinic_acid,-0.008553673497555146
Glutamic_acid,Tyrosine,-0.09378316784172275
Glutamic_acid,Uracil,-0.29058276921458204
Glutamic_acid,Valeric_acid,-0.17098112366945872
Glutamic_acid,Valine,0.5654033560103957
Glycine,Acetic_acid,-0.5324157447903267
Glycine,Alanine,0.4847320271281937
Glycine,Butyric_acid,-0.41603820659770296
Glycine,Ethanol,-0.26918995415404157
Glycine,Formic_acid,0.14585745650100532
Glycine,Fumaric_acid,0.08728378356183246
Glycine,Glutamic_acid,0.34379522158175346
Glycine,Glycine,1.0
Glycine,Isoleucine,0.410476979224919
Glycine,Lactic_acid,0.24381773174004814
Glycine,Leucine,0.297214720071839
Glycine,Methanol,-0.47487277623207946
Glycine,N_trimethylamine,-0.4501720425519565
Glycine,N_methylamine,-0.2057716616605865
Glycine,Phenylacetic_acid,-0.21320597114557094
Glycine,Propionic_acid,-0.4722056960904474
Glycine,Succinic_acid,0.1595504353812868
Glycine,Tyrosine,-0.05072044297730659
Glycine,Uracil,-0.20892138353937784
Glycine,Valeric_acid,-0.34448160535117056
Glycine,Valine,0.4820788247902885
Isoleucine,Acetic_acid,-0.5119345270689096
Isoleucine,Alanine,0.5141299729653814
Isoleucine,Butyric_acid,-0.4095802424274159
Isoleucine,Ethanol,-0.34666495165561373
Isoleucine,Formic_acid,0.030955769793008018
Isoleucine,Fumaric_acid,0.07092541035139036
Isoleucine,Glutamic_acid,0.32626154626388915
Isoleucine,Glycine,0.410476979224919
Isoleucine,Isoleucine,1.0
Isoleucine,Lactic_acid,-0.013891680266706103
Isoleucine,Leucine,0.5940613234770401
Isoleucine,Methanol,-0.42461612669828763
Isoleucine,N_trimethylamine,-0.3079161675783433
Isoleucine,N_methylamine,-0.17735957017355497
Isoleucine,Phenylacetic_acid,-0.12859911222581047
Isoleucine,Propionic_acid,-0.3184569998930187
Isoleucine,Succinic_acid,-0.2787201543532438
Isoleucine,Tyrosine,0.2085212815095766
Isoleucine,Uracil,-0.003457814790373906
Isoleucine,Valeric_acid,-0.01250934583559822
Isoleucine,Valine,0.769410120923047
Lactic_acid,Acetic_acid,0.07174325501345917
Lactic_acid,Alanine,0.09377562700146824
Lactic_acid,Butyric_acid,0.09794021674656089
Lactic_acid,Ethanol,0.2527172165412567
Lactic_acid,Formic_acid,0.029106230074334393
Lactic_acid,Fumaric_acid,-0.139646346307849
Lactic_acid,Glutamic_acid,-0.08875168821146054
Lactic_acid,Glycine,0.24381773174004814
Lactic_acid,Isoleucine,-0.013891680266706103
Lactic_acid,Lactic_acid,1.0
Lactic_acid,Leucine,-0.07461486604691248
Lactic_acid,Methanol,0.20778030565583677
Lactic_acid,N_trimethylamine,-0.20200655990738955
Lactic_acid,N_methylamine,-0.27300221531035473
Lactic_acid,Phenylacetic_acid,-0.3264400389552421
Lactic_acid,Propionic_acid,-0.01794471874719454
Lactic_acid,Succinic_acid,0.2119445940691202
Lactic_acid,Tyrosine,0.19158653320752483
Lactic_acid,Uracil,-0.26679641125197595
Lactic_acid,Valeric_acid,-0.3610637683958402
Lactic_acid,Valine,0.05494364154046931
Leucine,Acetic_acid,-0.17605815146339648
Leucine,Alanine,0.722455414760656
Leucine,Butyric_acid,-0.4755471944098256
Leucine,Ethanol,-0.4237931421983473
Leucine,Formic_acid,0.20464487905301082
Leucine,Fumaric_acid,-0.1144148572309325
Leucine,Glutamic_acid,0.45437880496154287
Leucine,Glycine,0.297214720071839
Leucine,Isoleucine,0.5940613234770401
Leucine,Lactic_acid,-0.07461486604691248
Leucine,Leucine,1.0
Leucine,Methanol,-0.38767880424407136
Leucine,N_trimethylamine,-0.24799794486540608
Leucine,N_methylamine,-0.24231797405875366
Leucine,Phenylacetic_acid,0.07835820895522388
Leucine,Propionic_acid,-0.27033981528674905
Leucine,Succinic_acid,-0.32169879205668855
Leucine,Tyrosine,0.1223623262995368
Leucine,Uracil,0.01663221740148801
Leucine,Valeric_acid,-0.1373986889023803
Leucine,Valine,0.8416236498156714
Methanol,Acetic_acid,0.4603053375083623
Methanol,Alanine,-0.4957027211664721
Methanol,Butyric_acid,0.31353663422943556
Methanol,Ethanol,0.3427096815796766
Methanol,Formic_acid,-0.07329683050209379
Methanol,Fumaric_acid,0.009344141363754603
Methanol,Glutamic_acid,-0.2823033820866039
Methanol,Glycine,-0.47487277623207946
Methanol,Isoleucine,-0.42461612669828763
Methanol,Lactic_acid,0.20778030565583677
Methanol,Leucine,-0.38767880424407136
Methanol,Methanol,1.0
Methanol,N_trimethylamine,0.2269135226898417
Methanol,N_methylamine,0.12506535988566933
Methanol,Phenylacetic_acid,-0.1943218297032254
Methanol,Propionic_acid,0.4686728692694681
Methanol,Succinic_acid,0.03936007717662191
Methanol,Tyrosine,0.2519880065747718
Methanol,Uracil,-0.007896684009644595
Methanol,Valeric_acid,-0.029102719746057555
Methanol,Valine,-0.5128596824836067
N_trimethylamine,Acetic_acid,0.2553944111684862
N_trimethylamine,Alanine,-0.32044829741293906
N_trimethylamine,Butyric_acid,0.42665337566134404
N_trimethylamine,Ethanol,-0.06418419190944755
N_trimethylamine,Formic_acid,0.024925224649291883
N_trimethylamine,Fumaric_acid,-0.026488256635843293
N_trimethylamine,Glutamic_acid,-0.10087465431860569
N_trimethylamine,Glycine,-0.4501720425519565
N_trimethylamine,Isoleucine,-0.3079161675783433
N_trimethylamine,Lactic_acid,-0.20200655990738955
N_trimethylamine,Leucine,-0.24799794486540608
N_trimethylamine,Methanol,0.2269135226898417
N_trimethylamine,N_trimethylamine,1.0
N_trimethylamine,N_methylamine,0.31530694228809647
N_trimethylamine,Phenylacetic_acid,0.35728299435997873
N_trimethylamine,Propionic_acid,0.33027287013205725
N_trimethylamine,Succinic_acid,-0.06434549123536785
N_trimethylamine,Tyrosine,-0.08339497743950175
N_trimethylamine,Uracil,0.33106300112254655
N_trimethylamine,Valeric_acid,0.26603852475407785
N_trimethylamine,Valine,-0.34916627920728444
N_methylamine,Acetic_acid,0.1415243182684365
N_methylamine,Alanine,-0.3578817226125872
N_methylamine,Butyric_acid,0.28874091064742785
N_methylamine,Ethanol,-0.13560032259405436
N_methylamine,Formic_acid,-0.05193217502733082
N_methylamine,Fumaric_acid,-0.03962960933781504
N_methylamine,Glutamic_acid,-0.4188650534222035
N_methylamine,Glycine,-0.2057716616605865
N_methylamine,Isoleucine,-0.17735957017355497
N_methylamine,Lactic_acid,-0.27300221531035473
N_methylamine,Leucine,-0.24231797405875366
N_methylamine,Methanol,0.12506535988566933
N_methylamine,N_trimethylamine,0.31530694228809647
N_methylamine,N_methylamine,1.0
N_methylamine,Phenylacetic_acid,0.13591171456966877
N_methylamine,Propionic_acid,0.2964786329729843
N_methylamine,Succinic_acid,-0.19712874410274953
N_methylamine,Tyrosine,-0.12744940847785463
N_methylamine,Uracil,0.5153458211453017
N_methylamine,Valeric_acid,0.3613551131600543
N_methylamine,Valine,-0.41431400934450413
Phenylacetic_acid,Acetic_acid,0.10842017328883989
Phenylacetic_acid,Alanine,0.09235940268838784
Phenylacetic_acid,Butyric_acid,0.24933661488434009
Phenylacetic_acid,Ethanol,-0.2756247422508793
Phenylacetic_acid,Formic_acid,0.17276762738033968
Phenylacetic_acid,Fumaric_acid,-0.07368683550891351
Phenylacetic_acid,Glutamic_acid,0.1975685871233549
Phenylacetic_acid,Glycine,-0.21320597114557094
Phenylacetic_acid,Isoleucine,-0.12859911222581047
Phenylacetic_acid,Lactic_acid,-0.3264400389552421
Phenylacetic_acid,Leucine,0.07835820895522388
Phenylacetic_acid,Methanol,-0.1943218297032254
Phenylacetic_acid,N_trimethylamine,0.35728299435997873
Phenylacetic_acid,N_methylamine,0.13591171456966877
Phenylacetic_acid,Phenylacetic_acid,1.0
Phenylacetic_acid,Propionic_acid,0.2500442265364886
Phenylacetic_acid,Succinic_acid,-0.19060713732806445
Phenylacetic_acid,Tyrosine,-0.3917910447761194
Phenylacetic_acid,Uracil,0.1329933979453606
Phenylacetic_acid,Valeric_acid,0.46246623308223933
Phenylacetic_acid,Valine,-0.008652160655816239
Propionic_acid,Acetic_acid,0.44105870864485736
Propionic_acid,Alanine,-0.32185700961631236
Propionic_acid,Butyric_acid,0.5104685942173479
Propionic_acid,Ethanol,0.2418999541512497
Propionic_acid,Formic_acid,-0.16805776738527825
Propionic_acid,Fumaric_acid,-0.035593943476337646
Propionic_acid,Glutamic_acid,-0.3679310523058293
Propionic_acid,Glycine,-0.4722056960904474
Propionic_acid,Isoleucine,-0.3184569998930187
Propionic_acid,Lactic_acid,-0.01794471874719454
Propionic_acid,Leucine,-0.27033981528674905
Propionic_acid,Methanol,0.4686728692694681
Propionic_acid,N_trimethylamine,0.33027287013205725
Propionic_acid,N_methylamine,0.2964786329729843
Propionic_acid,Phenylacetic_acid,0.2500442265364886
Propionic_acid,Propionic_acid,1.0
Propionic_acid,Succinic_acid,-0.20390574176437112
Propionic_acid,Tyrosine,-0.08594265157004086
Propionic_acid,Uracil,0.32745462956834986
Propionic_acid,Valeric_acid,0.4016626739305076
Propionic_acid,Valine,-0.42863345447528384
Succinic_acid,Acetic_acid,-0.07825576630058681
Succinic_acid,Alanine,-0.12152981596523278
Succinic_acid,Butyric_acid,-0.0010934145919073604
Succinic_acid,Ethanol,0.11976750729941407
Succinic_acid,Formic_acid,0.06535285633183616
Succinic_acid,Fumaric_acid,0.004390620640800355
Succinic_acid,Glutamic_acid,-0.008553673497555146
Succinic_acid,Glycine,0.1595504353812868
Succinic_acid,Isoleucine,-0.2787201543532438
Succinic_acid,Lactic_acid,0.2119445940691202
Succinic_acid,Leucine,-0.32169879205668855
Succinic_acid,Methanol,0.03936007717662191
Succinic_acid,N_trimethylamine,-0.06434549123536785
Succinic_acid,N_methylamine,-0.19712874410274953
Succinic_acid,Phenylacetic_acid,-0.19060713732806445
Succinic_acid,Propionic_acid,-0.20390574176437112
Succinic_acid,Succinic_acid,1.0
Succinic_acid,Tyrosine,-0.020261958409968885
Succinic_acid,Uracil,-0.09036958747493479
Succinic_acid,Valeric_acid,-0.30808685804099933
Succinic_acid,Valine,-0.20397006026977743
Tyrosine,Acetic_acid,0.1515502392574944
Tyrosine,Alanine,-0.10491950951402443
Tyrosine,Butyric_acid,-0.1309724839794934
Tyrosine,Ethanol,0.012253562053393816
Tyrosine,Formic_acid,-0.03950077200205867
Tyrosine,Fumaric_acid,-0.18501331194575926
Tyrosine,Glutamic_acid,-0.09378316784172275
Tyrosine,Glycine,-0.05072044297730659
Tyrosine,Isoleucine,0.2085212815095766
Tyrosine,Lactic_acid,0.19158653320752483
Tyrosine,Leucine,0.1223623262995368
Tyrosine,Methanol,0.2519880065747718
Tyrosine,N_trimethylamine,-0.08339497743950175
Tyrosine,N_methylamine,-0.12744940847785463
Tyrosine,Phenylacetic_acid,-0.3917910447761194
Tyrosine,Propionic_acid,-0.08594265157004086
Tyrosine,Succinic_acid,-0.020261958409968885
Tyrosine,Tyrosine,1.0
Tyrosine,Uracil,0.08349887865679329
Tyrosine,Valeric_acid,-0.3370320367528191
Tyrosine,Valine,0.060259565013649534
Uracil,Acetic_acid,0.16953351069196165
Uracil,Alanine,-0.039212848710036684
Uracil,Butyric_acid,0.2670430382004672
Uracil,Ethanol,-0.3215902730360185
Uracil,Formic_acid,0.04370380529965467
Uracil,Fumaric_acid,-0.18368430366306848
Uracil,Glutamic_acid,-0.29058276921458204
Uracil,Glycine,-0.20892138353937784
Uracil,Isoleucine,-0.003457814790373906
Uracil,Lactic_acid,-0.26679641125197595
Uracil,Leucine,0.01663221740148801
Uracil,Methanol,-0.007896684009644595
Uracil,N_trimethylamine,0.33106300112254655
Uracil,N_methylamine,0.5153458211453017
Uracil,Phenylacetic_acid,0.1329933979453606
Uracil,Propionic_acid,0.32745462956834986
Uracil,Succinic_acid,-0.09036958747493479
Uracil,Tyrosine,0.08349887865679329
Uracil,Uracil,1.0
Uracil,Valeric_acid,0.31101783794337867
Uracil,Valine,-0.1741256358223368
Valeric_acid,Acetic_acid,0.16333290455364033
Valeric_acid,Alanine,-0.21071250567217947
Valeric_acid,Butyric_acid,0.4521539184215518
Valeric_acid,Ethanol,0.012573560156997999
Valeric_acid,Formic_acid,0.02650199430139545
Valeric_acid,Fumaric_acid,-0.10109929306609154
Valeric_acid,Glutamic_acid,-0.17098112366945872
Valeric_acid,Glycine,-0.34448160535117056
Valeric_acid,Isoleucine,-0.01250934583559822
Valeric_acid,Lactic_acid,-0.3610637683958402
Valeric_acid,Leucine,-0.1373986889023803
Valeric_acid,Methanol,-0.029102719746057555
Valeric_acid,N_trimethylamine,0.26603852475407785
Valeric_acid,N_methylamine,0.3613551131600543
Valeric_acid,Phenylacetic_acid,0.46246623308223933
Valeric_acid,Propionic_acid,0.4016626739305076
Valeric_acid,Succinic_acid,-0.30808685804099933
Valeric_acid,Tyrosine,-0.3370320367528191
Valeric_acid,Uracil,0.31101783794337867
Valeric_acid,Valeric_acid,1.0
Valeric_acid,Valine,-0.18400360213726724
Valine,Acetic_acid,-0.4314267801575531
Valine,Alanine,0.7571479111053935
Valine,Butyric_acid,-0.5083459299520793
Valine,Ethanol,-0.3760351188368204
Valine,Formic_acid,0.2008008883801516
Valine,Fumaric_acid,0.008588868421312384
Valine,Glutamic_acid,0.5654033560103957
Valine,Glycine,0.4820788247902885
Valine,Isoleucine,0.769410120923047
Valine,Lactic_acid,0.05494364154046931
Valine,Leucine,0.8416236498156714
Valine,Methanol,-0.5128596824836067
Valine,N_trimethylamine,-0.34916627920728444
Valine,N_methylamine,-0.41431400934450413
Valine,Phenylacetic_acid,-0.008652160655816239
Valine,Propionic_acid,-0.42863345447528384
Valine,Succinic_acid,-0.20397006026977743
Valine,Tyrosine,0.060259565013649534
Valine,Uracil,-0.1741256358223368
Valine,Valeric_acid,-0.18400360213726724
Valine,Valine,1.0
